-3.01508497, -0.00 
-3.01491136,  0.01 
-3.01473775,  0.01 
-3.01456414,  0.02 
-3.01439053,  0.02 
-3.01421692,  0.01 
-3.01404331,  0.03 
-3.01386970,  0.02 
-3.01369609,  0.03 
-3.01352248,  0.03 
-3.01334887,  0.03 
-3.01317526,  0.04 
-3.01300165,  0.04 
-3.01282804,  0.05 
-3.01265443,  0.05 
-3.01248082,  0.06 
-3.01230721,  0.05 
-3.01213360,  0.06 
-3.01195999,  0.07 
-3.01178638,  0.07 
-3.01161277,  0.07 
-3.01143916,  0.07 
-3.01126555,  0.09 
-3.01109194,  0.08 
-3.01091833,  0.08 
-3.01074472,  0.09 
-3.01057111,  0.09 
-3.01039750,  0.10 
-3.01022389,  0.09 
-3.01005028,  0.10 
-3.00987667,  0.11 
-3.00970306,  0.12 
-3.00952945,  0.11 
-3.00935584,  0.11 
-3.00918223,  0.12 
-3.00900862,  0.12 
-3.00883501,  0.12 
-3.00866140,  0.14 
-3.00848779,  0.14 
-3.00831418,  0.14 
-3.00814057,  0.15 
-3.00796696,  0.14 
-3.00779335,  0.15 
-3.00761974,  0.15 
-3.00744613,  0.16 
-3.00727252,  0.16 
-3.00709891,  0.17 
-3.00692530,  0.16 
-3.00675169,  0.16 
-3.00657808,  0.17 
-3.00640447,  0.18 
-3.00623086,  0.17 
-3.00605725,  0.17 
-3.00588364,  0.19 
-3.00571003,  0.18 
-3.00553642,  0.19 
-3.00536281,  0.20 
-3.00518920,  0.20 
-3.00501559,  0.21 
-3.00484198,  0.20 
-3.00466837,  0.21 
-3.00449476,  0.22 
-3.00432115,  0.22 
-3.00414754,  0.22 
-3.00397393,  0.23 
-3.00380032,  0.22 
-3.00362671,  0.23 
-3.00345310,  0.24 
-3.00327949,  0.24 
-3.00310588,  0.24 
-3.00293227,  0.25 
-3.00275866,  0.25 
-3.00258505,  0.25 
-3.00241144,  0.25 
-3.00223783,  0.25 
-3.00206422,  0.26 
-3.00189061,  0.26 
-3.00171700,  0.27 
-3.00154339,  0.28 
-3.00136978,  0.27 
-3.00119617,  0.28 
-3.00102256,  0.28 
-3.00084895,  0.29 
-3.00067534,  0.29 
-3.00050173,  0.29 
-3.00032812,  0.29 
-3.00015451,  0.30 
-2.99998090,  0.30 
-2.99980729,  0.30 
-2.99963368,  0.31 
-2.99946007,  0.32 
-2.99928646,  0.32 
-2.99911285,  0.32 
-2.99893924,  0.32 
-2.99876563,  0.33 
-2.99859202,  0.33 
-2.99841841,  0.33 
-2.99824480,  0.34 
-2.99807119,  0.35 
-2.99789758,  0.35 
-2.99772397,  0.34 
-2.99755036,  0.35 
-2.99737675,  0.35 
-2.99720314,  0.36 
-2.99702953,  0.36 
-2.99685592,  0.37 
-2.99668231,  0.37 
-2.99650870,  0.37 
-2.99633509,  0.37 
-2.99616148,  0.38 
-2.99598787,  0.39 
-2.99581426,  0.38 
-2.99564065,  0.38 
-2.99546704,  0.39 
-2.99529343,  0.39 
-2.99511982,  0.40 
-2.99494621,  0.41 
-2.99477260,  0.41 
-2.99459899,  0.41 
-2.99442538,  0.41 
-2.99425177,  0.42 
-2.99407816,  0.42 
-2.99390455,  0.42 
-2.99373094,  0.43 
-2.99355733,  0.42 
-2.99338372,  0.43 
-2.99321011,  0.43 
-2.99303650,  0.44 
-2.99286289,  0.44 
-2.99268928,  0.44 
-2.99251567,  0.45 
-2.99234206,  0.45 
-2.99216845,  0.45 
-2.99199484,  0.45 
-2.99182123,  0.46 
-2.99164762,  0.46 
-2.99147401,  0.47 
-2.99130040,  0.47 
-2.99112679,  0.47 
-2.99095318,  0.48 
-2.99077957,  0.47 
-2.99060596,  0.48 
-2.99043235,  0.49 
